County,Count Estimate,Rate Estimate,Median Household Income,State,Year,State Code,County Code,Id
Oglethorpe County,1730,15.0,33398,GA,1997,13,221,493
Paulding County,5769,7.7,44575,GA,1997,13,223,494
Peach County,6075,25.6,29557,GA,1997,13,225,495
Pickens County,2423,12.2,36883,GA,1997,13,227,496
Pierce County,3164,19.9,28318,GA,1997,13,229,497
Pike County,1491,11.8,35062,GA,1997,13,231,498
Polk County,6202,17.0,29437,GA,1997,13,233,499
Pulaski County,1722,20.4,29139,GA,1997,13,235,500
Putnam County,2856,16.3,32956,GA,1997,13,237,501
Quitman County,712,28.2,20838,GA,1997,13,239,502
Rabun County,1859,13.9,29803,GA,1997,13,241,503
Randolph County,2485,32.2,20461,GA,1997,13,243,504
Richmond County,40010,21.9,30339,GA,1997,13,245,505
Rockdale County,5987,8.7,48632,GA,1997,13,247,506
Schley County,793,19.8,28479,GA,1997,13,249,507
Screven County,3231,22.3,26631,GA,1997,13,251,508
Seminole County,2599,26.6,24521,GA,1997,13,253,509
Spalding County,9591,16.6,33073,GA,1997,13,255,510
Stephens County,4136,16.5,29980,GA,1997,13,257,511
Stewart County,1468,27.2,21518,GA,1997,13,259,512
Sumter County,7576,25.0,28247,GA,1997,13,261,513
Talbot County,1569,22.2,25356,GA,1997,13,263,514
Taliaferro County,562,29.0,20700,GA,1997,13,265,515
Tattnall County,4375,25.6,26649,GA,1997,13,267,516
Taylor County,2189,26.3,22906,GA,1997,13,269,517
Telfair County,2919,25.7,22159,GA,1997,13,271,518
Terrell County,3057,27.5,23292,GA,1997,13,273,519
Thomas County,9101,21.2,27741,GA,1997,13,275,520
Tift County,7713,21.3,29926,GA,1997,13,277,521
Toombs County,6422,24.9,24964,GA,1997,13,279,522
Towns County,1124,13.7,28170,GA,1997,13,281,523
Treutlen County,1574,26.3,23362,GA,1997,13,283,524
Troup County,9536,16.3,32523,GA,1997,13,285,525
Turner County,2526,27.4,22686,GA,1997,13,287,526
Twiggs County,2246,22.2,26941,GA,1997,13,289,527
Union County,2329,14.1,28294,GA,1997,13,291,528
Upson County,4463,16.5,28680,GA,1997,13,293,529
Walker County,8549,13.6,30675,GA,1997,13,295,530
Walton County,7476,13.6,36324,GA,1997,13,297,531
Ware County,8187,23.9,25866,GA,1997,13,299,532
Warren County,1642,27.1,22520,GA,1997,13,301,533
Washington County,4589,23.0,28092,GA,1997,13,303,534
Wayne County,5417,21.6,30376,GA,1997,13,305,535
Webster County,414,18.5,26651,GA,1997,13,307,536
Wheeler County,1290,26.3,22855,GA,1997,13,309,537
White County,2153,12.4,32377,GA,1997,13,311,538
Whitfield County,9846,11.9,35754,GA,1997,13,313,539
Wilcox County,1931,26.6,23291,GA,1997,13,315,540
Wilkes County,2202,20.7,26224,GA,1997,13,317,541
Wilkinson County,1906,17.4,30950,GA,1997,13,319,542
Worth County,5112,22.5,28921,GA,1997,13,321,543
Hawaii County,23475,16.6,34557,HI,1997,15,001,544
Honolulu County,87155,10.2,44310,HI,1997,15,003,545
Kalawao County,0,0.0,9213,HI,1997,15,005,546
Kauai County,6847,12.1,38877,HI,1997,15,007,547
Maui County,13167,10.8,40647,HI,1997,15,009,548
Ada County,24489,8.9,43321,ID,1997,16,001,549
Adams County,559,14.6,28944,ID,1997,16,003,550
Bannock County,10254,13.9,35382,ID,1997,16,005,551
Bear Lake County,874,13.4,32181,ID,1997,16,007,552
Benewah County,1310,14.4,31728,ID,1997,16,009,553
Bingham County,6178,14.7,34488,ID,1997,16,011,554
Blaine County,1300,7.5,45504,ID,1997,16,013,555
Boise County,585,11.3,34807,ID,1997,16,015,556
Bonner County,5399,15.2,30311,ID,1997,16,017,557
Bonneville County,9906,12.2,39962,ID,1997,16,019,558
Boundary County,1600,16.5,29732,ID,1997,16,021,559
Butte County,472,15.4,31780,ID,1997,16,023,560
Camas County,63,7.4,35445,ID,1997,16,025,561
Canyon County,19042,16.0,31558,ID,1997,16,027,562
Caribou County,714,9.6,42574,ID,1997,16,029,563
Cassia County,3302,15.4,32175,ID,1997,16,031,564
Clark County,112,12.4,30827,ID,1997,16,033,565
Clearwater County,1324,14.9,32881,ID,1997,16,035,566
Custer County,500,12.1,34460,ID,1997,16,037,567
Elmore County,3139,12.7,32486,ID,1997,16,039,568
Franklin County,1400,12.5,33892,ID,1997,16,041,569
Fremont County,1701,14.4,30579,ID,1997,16,043,570
Gem County,2295,15.4,30132,ID,1997,16,045,571
Gooding County,2021,14.8,28957,ID,1997,16,047,572
Idaho County,2590,17.6,29674,ID,1997,16,049,573
Jefferson County,2590,13.1,34390,ID,1997,16,051,574
Jerome County,2784,15.4,30938,ID,1997,16,053,575
Kootenai County,11735,11.5,36123,ID,1997,16,055,576
Latah County,4070,13.5,35005,ID,1997,16,057,577
Lemhi County,1278,15.8,28159,ID,1997,16,059,578
Lewis County,611,15.2,28202,ID,1997,16,061,579
Lincoln County,493,13.0,30036,ID,1997,16,063,580
Madison County,3699,15.3,35718,ID,1997,16,065,581
Minidoka County,3299,16.3,30598,ID,1997,16,067,582
Nez Perce County,4687,12.8,34963,ID,1997,16,069,583
Oneida County,517,12.8,33141,ID,1997,16,071,584
Owyhee County,2210,21.4,26702,ID,1997,16,073,585
Payette County,3532,17.2,29849,ID,1997,16,075,586
Power County,1508,17.8,32719,ID,1997,16,077,587
Shoshone County,2791,20.1,27555,ID,1997,16,079,588
Teton County,541,9.7,31680,ID,1997,16,081,589
Twin Falls County,8770,14.1,32169,ID,1997,16,083,590
Valley County,1111,13.8,33587,ID,1997,16,085,591
Washington County,1880,18.4,26134,ID,1997,16,087,592
Adams County,8054,12.2,34425,IL,1997,17,001,593
Alexander County,2952,30.1,20807,IL,1997,17,003,594
Bond County,1888,12.5,33762,IL,1997,17,005,595
Boone County,2391,6.1,49782,IL,1997,17,007,596
Brown County,757,14.8,31633,IL,1997,17,009,597
Bureau County,3107,8.7,36572,IL,1997,17,011,598
Calhoun County,594,12.1,32469,IL,1997,17,013,599
Carroll County,1734,10.3,34934,IL,1997,17,015,600
Cass County,1475,11.2,32897,IL,1997,17,017,601
Champaign County,18901,12.1,38245,IL,1997,17,019,602
Christian County,3710,10.7,34836,IL,1997,17,021,603
Clark County,1822,11.0,32800,IL,1997,17,023,604
Clay County,1819,12.5,29330,IL,1997,17,025,605
Clinton County,2940,8.6,39651,IL,1997,17,027,606
Coles County,6387,13.7,35093,IL,1997,17,029,607
Cook County,730426,14.0,40181,IL,1997,17,031,608
Crawford County,2377,12.0,32516,IL,1997,17,033,609
Cumberland County,1279,11.4,33612,IL,1997,17,035,610
DeKalb County,6347,8.1,44758,IL,1997,17,037,611
De Witt County,1746,10.4,38385,IL,1997,17,039,612
Douglas County,1881,9.4,36640,IL,1997,17,041,613
DuPage County,32379,3.6,62825,IL,1997,17,043,614
Edgar County,2637,13.4,31089,IL,1997,17,045,615
Edwards County,772,11.0,30874,IL,1997,17,047,616
Effingham County,2999,8.9,37864,IL,1997,17,049,617
Fayette County,2946,14.3,30256,IL,1997,17,051,618
Ford County,1193,8.6,36681,IL,1997,17,053,619
Franklin County,7291,17.9,25665,IL,1997,17,055,620
Fulton County,4884,13.2,30723,IL,1997,17,057,621
Gallatin County,1257,19.1,26278,IL,1997,17,059,622
Greene County,2174,13.9,29129,IL,1997,17,061,623
Grundy County,2053,5.5,50255,IL,1997,17,063,624
Hamilton County,1277,14.7,27994,IL,1997,17,065,625
Hancock County,2172,10.3,35162,IL,1997,17,067,626
Hardin County,953,20.0,24285,IL,1997,17,069,627
Henderson County,965,11.0,33363,IL,1997,17,071,628
Henry County,4420,8.5,38644,IL,1997,17,073,629
Iroquois County,2982,9.5,34287,IL,1997,17,075,630
Jackson County,11610,21.0,27109,IL,1997,17,077,631
Jasper County,1283,11.9,32578,IL,1997,17,079,632
Jefferson County,6378,17.0,31850,IL,1997,17,081,633
Jersey County,2115,10.1,37772,IL,1997,17,083,634
Jo Daviess County,1703,7.8,37575,IL,1997,17,085,635
Johnson County,1767,16.5,30621,IL,1997,17,087,636
Kane County,26537,6.8,53337,IL,1997,17,089,637
Kankakee County,12938,12.9,37436,IL,1997,17,091,638
Kendall County,2018,3.8,58694,IL,1997,17,093,639
Knox County,6692,12.7,33536,IL,1997,17,095,640
Lake County,35205,5.9,63354,IL,1997,17,097,641
La Salle County,10825,9.9,37439,IL,1997,17,099,642
Lawrence County,2195,14.7,28505,IL,1997,17,101,643
Lee County,2942,8.7,38947,IL,1997,17,103,644
Livingston County,3584,9.7,41414,IL,1997,17,105,645
Logan County,3290,11.6,37223,IL,1997,17,107,646
McDonough County,4599,15.6,32790,IL,1997,17,109,647
McHenry County,8645,3.5,59162,IL,1997,17,111,648
McLean County,11807,8.8,46615,IL,1997,17,113,649
Macon County,15707,14.0,38653,IL,1997,17,115,650
Macoupin County,5857,12.1,33934,IL,1997,17,117,651
Madison County,28676,11.0,39405,IL,1997,17,119,652
Marion County,6466,15.4,30867,IL,1997,17,121,653
Marshall County,1159,9.0,38347,IL,1997,17,123,654
Mason County,2039,12.1,33274,IL,1997,17,125,655
Massac County,2330,15.1,29159,IL,1997,17,127,656
Menard County,1130,9.0,42678,IL,1997,17,129,657
Mercer County,1653,9.3,38584,IL,1997,17,131,658
Monroe County,1272,4.7,49620,IL,1997,17,133,659
Montgomery County,4046,13.7,33368,IL,1997,17,135,660
Morgan County,3970,11.9,36018,IL,1997,17,137,661
Moultrie County,1173,8.3,37859,IL,1997,17,139,662
Ogle County,3556,7.0,42064,IL,1997,17,141,663
Peoria County,24209,13.5,39579,IL,1997,17,143,664
Perry County,2941,13.9,30674,IL,1997,17,145,665
Piatt County,1102,6.7,43109,IL,1997,17,147,666
Pike County,2476,14.2,29308,IL,1997,17,149,667
Pope County,791,17.3,28308,IL,1997,17,151,668
Pulaski County,1903,25.9,22768,IL,1997,17,153,669
Putnam County,414,7.0,42300,IL,1997,17,155,670
Randolph County,3669,12.0,33754,IL,1997,17,157,671
Richland County,2163,12.9,31468,IL,1997,17,159,672
Rock Island County,17353,11.8,37213,IL,1997,17,161,673
St. Clair County,42241,16.1,35439,IL,1997,17,163,674
Saline County,4796,18.7,25876,IL,1997,17,165,675
Sangamon County,19288,10.0,40851,IL,1997,17,167,676
Schuyler County,866,11.4,30794,IL,1997,17,169,677
Scott County,628,11.1,33609,IL,1997,17,171,678
Shelby County,2294,10.0,34827,IL,1997,17,173,679
Stark County,616,9.8,35747,IL,1997,17,175,680
Stephenson County,4631,9.5,38935,IL,1997,17,177,681
Tazewell County,10808,8.4,42860,IL,1997,17,179,682
Union County,2944,16.8,28982,IL,1997,17,181,683
Vermilion County,12459,15.1,31903,IL,1997,17,183,684
Wabash County,1542,12.3,32639,IL,1997,17,185,685
Warren County,2406,13.3,31412,IL,1997,17,187,686
Washington County,1233,8.1,36681,IL,1997,17,189,687
Wayne County,2045,12.0,30246,IL,1997,17,191,688
White County,2378,15.3,29569,IL,1997,17,193,689
Whiteside County,5514,9.2,37453,IL,1997,17,195,690
Will County,29709,6.5,54061,IL,1997,17,197,691
Williamson County,9021,14.9,31147,IL,1997,17,199,692
Winnebago County,27780,10.4,41004,IL,1997,17,201,693
Woodford County,2180,6.3,49396,IL,1997,17,203,694
Adams County,3142,9.5,38587,IN,1997,18,001,695
Allen County,28259,8.9,42631,IN,1997,18,003,696
Bartholomew County,5395,7.7,43444,IN,1997,18,005,697
Benton County,803,8.2,36927,IN,1997,18,007,698
Blackford County,1403,10.0,35048,IN,1997,18,009,699
Boone County,2253,5.1,51856,IN,1997,18,011,700
Brown County,1228,7.6,42891,IN,1997,18,013,701
Carroll County,1394,6.9,40352,IN,1997,18,015,702
Cass County,3840,9.9,35029,IN,1997,18,017,703
Clark County,9168,9.7,36729,IN,1997,18,019,704
Clay County,2822,10.5,32919,IN,1997,18,021,705
Clinton County,2932,8.9,38044,IN,1997,18,023,706
Crawford County,1646,15.4,28679,IN,1997,18,025,707
Daviess County,3863,13.3,31238,IN,1997,18,027,708
Dearborn County,3402,7.1,43559,IN,1997,18,029,709
Decatur County,2153,8.4,39954,IN,1997,18,031,710
De Kalb County,2234,5.6,42612,IN,1997,18,033,711
Delaware County,15403,13.8,34155,IN,1997,18,035,712
Dubois County,1836,4.6,44242,IN,1997,18,037,713
Elkhart County,15151,8.7,40332,IN,1997,18,039,714
Fayette County,2882,11.0,34737,IN,1997,18,041,715
Floyd County,6988,9.6,38808,IN,1997,18,043,716
Fountain County,1645,8.9,34593,IN,1997,18,045,717
Franklin County,1683,7.6,39604,IN,1997,18,047,718
Fulton County,1945,9.3,35666,IN,1997,18,049,719
Gibson County,2773,8.6,35762,IN,1997,18,051,720
Grant County,9235,13.2,34274,IN,1997,18,053,721
Greene County,3625,10.8,32293,IN,1997,18,055,722
Hamilton County,5310,3.2,68017,IN,1997,18,057,723
Hancock County,2594,4.7,52055,IN,1997,18,059,724
Harrison County,3233,9.2,38204,IN,1997,18,061,725
Hendricks County,4039,4.3,55548,IN,1997,18,063,726
Henry County,5115,10.4,35458,IN,1997,18,065,727
Howard County,8164,9.7,43491,IN,1997,18,067,728
Huntington County,2633,7.1,39793,IN,1997,18,069,729
Jackson County,3904,9.4,35440,IN,1997,18,071,730
Jasper County,2185,7.6,40978,IN,1997,18,073,731
Jay County,2277,10.4,32147,IN,1997,18,075,732
Jefferson County,3506,11.6,33630,IN,1997,18,077,733
Jennings County,2729,9.8,32121,IN,1997,18,079,734
Johnson County,6304,5.8,48879,IN,1997,18,081,735
Knox County,5477,14.5,30709,IN,1997,18,083,736
Kosciusko County,4304,6.0,41989,IN,1997,18,085,737
Lagrange County,2708,8.0,38566,IN,1997,18,087,738
Lake County,63292,13.0,38205,IN,1997,18,089,739
La Porte County,10950,10.4,38753,IN,1997,18,091,740
Lawrence County,4319,9.4,35933,IN,1997,18,093,741
Madison County,14291,11.1,36035,IN,1997,18,095,742
Marion County,98254,12.0,37686,IN,1997,18,097,743
Marshall County,3352,7.3,39179,IN,1997,18,099,744
Martin County,1190,11.3,33765,IN,1997,18,101,745
Miami County,3695,10.9,34795,IN,1997,18,103,746
Monroe County,12424,12.0,35366,IN,1997,18,105,747
Montgomery County,3163,8.8,38831,IN,1997,18,107,748
Morgan County,5169,7.8,44120,IN,1997,18,109,749
Newton County,1458,9.8,36875,IN,1997,18,111,750
Noble County,2758,6.4,40449,IN,1997,18,113,751
Ohio County,361,6.5,38937,IN,1997,18,115,752
Orange County,2598,13.2,29491,IN,1997,18,117,753
Owen County,2435,11.8,32835,IN,1997,18,119,754
Parke County,2023,12.4,33022,IN,1997,18,121,755
Perry County,1753,9.4,34365,IN,1997,18,123,756
Pike County,1449,11.1,32424,IN,1997,18,125,757
Porter County,9030,6.2,50493,IN,1997,18,127,758
Posey County,2135,8.0,45011,IN,1997,18,129,759
Pulaski County,1412,10.5,35837,IN,1997,18,131,760
Putnam County,2800,9.0,37804,IN,1997,18,133,761
Randolph County,3365,12.1,33264,IN,1997,18,135,762
Ripley County,2659,9.7,36854,IN,1997,18,137,763
Rush County,1677,9.3,35434,IN,1997,18,139,764
St. Joseph County,27524,11.0,37482,IN,1997,18,141,765
Scott County,3281,14.1,31306,IN,1997,18,143,766
Shelby County,3281,7.5,40915,IN,1997,18,145,767
Spencer County,1857,8.8,38960,IN,1997,18,147,768
Starke County,3337,13.9,29349,IN,1997,18,149,769
Steuben County,2219,7.1,39664,IN,1997,18,151,770
Sullivan County,2734,14.1,31067,IN,1997,18,153,771
Switzerland County,1148,12.9,31355,IN,1997,18,155,772
Tippecanoe County,12786,10.1,40042,IN,1997,18,157,773
Tipton County,1189,7.0,43258,IN,1997,18,159,774
Union County,763,10.5,35644,IN,1997,18,161,775
Vanderburgh County,19822,12.0,35327,IN,1997,18,163,776
Vermillion County,1765,10.4,33002,IN,1997,18,165,777
Vigo County,14481,14.6,32007,IN,1997,18,167,778
Wabash County,2791,8.4,36878,IN,1997,18,169,779
Warren County,644,7.6,36143,IN,1997,18,171,780
Warrick County,3413,6.6,47588,IN,1997,18,173,781
Washington County,3341,11.9,31668,IN,1997,18,175,782
Wayne County,9535,13.5,33379,IN,1997,18,177,783
Wells County,1559,5.8,42291,IN,1997,18,179,784
White County,2370,9.2,35583,IN,1997,18,181,785
Whitley County,1618,5.3,43494,IN,1997,18,183,786
Adair County,875,10.8,32245,IA,1997,19,001,787
Adams County,633,14.5,29334,IA,1997,19,003,788
Allamakee County,1554,11.1,30475,IA,1997,19,005,789
Appanoose County,2404,17.7,26547,IA,1997,19,007,790
Audubon County,754,11.2,31376,IA,1997,19,009,791
Benton County,1930,7.6,39886,IA,1997,19,011,792
Black Hawk County,15080,12.8,35644,IA,1997,19,013,793
Boone County,2037,7.9,37774,IA,1997,19,015,794
Bremer County,1604,7.2,41445,IA,1997,19,017,795
Buchanan County,2240,10.6,35939,IA,1997,19,019,796
Buena Vista County,1794,9.8,35545,IA,1997,19,021,797
Butler County,1303,8.3,35469,IA,1997,19,023,798
Calhoun County,1216,11.2,32924,IA,1997,19,025,799
Carroll County,1912,8.8,36859,IA,1997,19,027,800
Cass County,1629,11.2,31513,IA,1997,19,029,801
Cedar County,1410,7.8,40666,IA,1997,19,031,802
Cerro Gordo County,4366,9.5,35631,IA,1997,19,033,803
Cherokee County,1175,8.9,34690,IA,1997,19,035,804
Chickasaw County,1186,8.7,36314,IA,1997,19,037,805
Clarke County,1102,13.1,30831,IA,1997,19,039,806
Clay County,1484,8.4,37019,IA,1997,19,041,807
Clayton County,1873,10.0,31594,IA,1997,19,043,808
Clinton County,5558,11.1,35978,IA,1997,19,045,809
Crawford County,2027,12.3,32555,IA,1997,19,047,810
Dallas County,2213,5.9,45825,IA,1997,19,049,811
Davis County,1174,13.9,30349,IA,1997,19,051,812
Decatur County,1480,19.5,25535,IA,1997,19,053,813
Delaware County,1922,10.3,36963,IA,1997,19,055,814
Des Moines County,4848,11.4,37294,IA,1997,19,057,815
Dickinson County,1310,8.0,36739,IA,1997,19,059,816
Dubuque County,7862,9.1,38998,IA,1997,19,061,817
Emmet County,1148,10.8,32841,IA,1997,19,063,818
Fayette County,2659,12.3,31301,IA,1997,19,065,819
Floyd County,1961,12.1,32486,IA,1997,19,067,820
Franklin County,1068,9.8,34741,IA,1997,19,069,821
Fremont County,915,11.8,33074,IA,1997,19,071,822
Greene County,1064,10.5,33384,IA,1997,19,073,823
Grundy County,847,6.9,40457,IA,1997,19,075,824
Guthrie County,1151,10.0,33467,IA,1997,19,077,825
Hamilton County,1372,8.5,37073,IA,1997,19,079,826
Hancock County,963,8.0,36048,IA,1997,19,081,827
Hardin County,1824,10.2,34846,IA,1997,19,083,828
Harrison County,1720,11.2,33746,IA,1997,19,085,829
Henry County,1892,10.1,37047,IA,1997,19,087,830
Howard County,1075,11.2,32052,IA,1997,19,089,831
Humboldt County,838,8.1,37018,IA,1997,19,091,832
Ida County,816,10.3,34459,IA,1997,19,093,833
Iowa County,1103,7.1,40002,IA,1997,19,095,834
Jackson County,2300,11.3,32214,IA,1997,19,097,835
Jasper County,2655,7.4,41892,IA,1997,19,099,836
Jefferson County,2084,12.7,34196,IA,1997,19,101,837
Johnson County,8842,9.2,41678,IA,1997,19,103,838
Jones County,1895,9.9,34772,IA,1997,19,105,839
Keokuk County,1464,12.7,31979,IA,1997,19,107,840
Kossuth County,1681,9.5,34492,IA,1997,19,109,841
Lee County,4652,12.3,34966,IA,1997,19,111,842
Linn County,14229,7.8,44748,IA,1997,19,113,843
Louisa County,1346,11.2,35652,IA,1997,19,115,844
Lucas County,1247,13.7,30683,IA,1997,19,117,845
Lyon County,1085,8.9,35180,IA,1997,19,119,846
Madison County,1076,7.7,39187,IA,1997,19,121,847
Mahaska County,2490,11.4,35589,IA,1997,19,123,848
Marion County,2443,8.2,41988,IA,1997,19,125,849
Marshall County,3997,10.5,37314,IA,1997,19,127,850
Mills County,1301,9.1,37113,IA,1997,19,129,851
Mitchell County,947,8.7,35524,IA,1997,19,131,852
Monona County,1262,12.6,30266,IA,1997,19,133,853
Monroe County,1112,13.9,29870,IA,1997,19,135,854
Montgomery County,1359,11.5,32264,IA,1997,19,137,855
Muscatine County,4628,11.2,40800,IA,1997,19,139,856
O'Brien County,1261,8.5,35048,IA,1997,19,141,857
Osceola County,619,8.9,34804,IA,1997,19,143,858
Page County,1985,12.3,33729,IA,1997,19,145,859
Palo Alto County,1048,10.5,32669,IA,1997,19,147,860
Plymouth County,1772,7.2,40109,IA,1997,19,149,861
Pocahontas County,833,9.5,34867,IA,1997,19,151,862
Polk County,31417,8.7,42975,IA,1997,19,153,863
Pottawattamie County,9743,11.2,35851,IA,1997,19,155,864
Poweshiek County,1648,9.2,38079,IA,1997,19,157,865
Ringgold County,851,16.0,27802,IA,1997,19,159,866
Sac County,1254,10.5,32612,IA,1997,19,161,867
Scott County,18260,11.5,40920,IA,1997,19,163,868
Shelby County,1162,9.0,34588,IA,1997,19,165,869
Sioux County,2062,7.0,40895,IA,1997,19,167,870
Story County,6080,9.1,40851,IA,1997,19,169,871
Tama County,1630,9.2,34794,IA,1997,19,171,872
Taylor County,1115,15.7,27341,IA,1997,19,173,873
Union County,1607,12.8,29928,IA,1997,19,175,874
Van Buren County,1067,13.4,29383,IA,1997,19,177,875
Wapello County,5145,14.5,29856,IA,1997,19,179,876
Warren County,2510,6.3,46404,IA,1997,19,181,877
Washington County,1924,9.3,36470,IA,1997,19,183,878
Wayne County,1042,15.6,25699,IA,1997,19,185,879
Webster County,4638,12.2,34353,IA,1997,19,187,880
Winnebago County,1094,9.5,34048,IA,1997,19,189,881
Winneshiek County,1848,9.7,35955,IA,1997,19,191,882
Woodbury County,10823,10.7,36357,IA,1997,19,193,883
Worth County,658,8.5,34024,IA,1997,19,195,884
Wright County,1236,8.8,35533,IA,1997,19,197,885
Allen County,2152,15.0,30171,KS,1997,20,001,886
Anderson County,1039,12.9,30776,KS,1997,20,003,887
Atchison County,2367,14.6,32515,KS,1997,20,005,888
Barber County,662,12.4,30317,KS,1997,20,007,889
Barton County,3613,12.5,33079,KS,1997,20,009,890
Bourbon County,2626,17.6,28362,KS,1997,20,011,891
Brown County,1677,15.3,30260,KS,1997,20,013,892
Butler County,4957,8.1,44998,KS,1997,20,015,893
Chase County,469,16.0,29129,KS,1997,20,017,894
Chautauqua County,793,18.6,24358,KS,1997,20,019,895
Cherokee County,3894,17.2,27729,KS,1997,20,021,896
Cheyenne County,359,11.4,29484,KS,1997,20,023,897
Clark County,225,9.7,33987,KS,1997,20,025,898
Clay County,1026,11.4,33910,KS,1997,20,027,899
Cloud County,1322,13.4,29851,KS,1997,20,029,900
Coffey County,937,10.8,34411,KS,1997,20,031,901
Comanche County,243,12.6,27139,KS,1997,20,033,902
