County,Count Estimate,Rate Estimate,Median Household Income,State,Year,State Code,County Code,Id
Bell County,45253,14.4,48391,TX,2012,48,027,46517
Bexar County,333176,19.1,49651,TX,2012,48,029,46518
Blanco County,1339,12.7,52668,TX,2012,48,031,46519
Borden County,54,8.8,58489,TX,2012,48,033,46520
Bosque County,2920,16.4,40763,TX,2012,48,035,46521
Bowie County,17565,20.3,40574,TX,2012,48,037,46522
Brazoria County,36633,11.7,64883,TX,2012,48,039,46523
Brazos County,50944,27.2,40064,TX,2012,48,041,46524
Brewster County,1394,15.1,39235,TX,2012,48,043,46525
Briscoe County,254,16.3,35983,TX,2012,48,045,46526
Brooks County,2273,32.1,26857,TX,2012,48,047,46527
Brown County,6856,18.9,43303,TX,2012,48,049,46528
Burleson County,2722,16.0,43561,TX,2012,48,051,46529
Burnet County,6460,15.3,49685,TX,2012,48,053,46530
Caldwell County,7395,20.0,42963,TX,2012,48,055,46531
Calhoun County,3574,16.7,44736,TX,2012,48,057,46532
Callahan County,2203,16.5,41874,TX,2012,48,059,46533
Cameron County,145824,35.5,31080,TX,2012,48,061,46534
Camp County,2731,22.1,37232,TX,2012,48,063,46535
Carson County,541,8.9,53302,TX,2012,48,065,46536
Cass County,5966,20.1,36172,TX,2012,48,067,46537
Castro County,1620,20.1,40710,TX,2012,48,069,46538
Chambers County,3217,9.0,73031,TX,2012,48,071,46539
Cherokee County,12879,26.7,35202,TX,2012,48,073,46540
Childress County,1393,25.0,34731,TX,2012,48,075,46541
Clay County,1217,11.7,51960,TX,2012,48,077,46542
Cochran County,618,20.7,35652,TX,2012,48,079,46543
Coke County,468,14.7,37891,TX,2012,48,081,46544
Coleman County,1894,22.0,32231,TX,2012,48,083,46545
Collin County,64567,7.8,81992,TX,2012,48,085,46546
Collingsworth County,632,21.2,35484,TX,2012,48,087,46547
Colorado County,3626,17.8,40702,TX,2012,48,089,46548
Comal County,11328,10.0,59081,TX,2012,48,091,46549
Comanche County,2897,21.4,36522,TX,2012,48,093,46550
Concho County,815,33.7,37147,TX,2012,48,095,46551
Cooke County,5617,14.8,51473,TX,2012,48,097,46552
Coryell County,9605,14.6,46132,TX,2012,48,099,46553
Cottle County,309,20.8,30660,TX,2012,48,101,46554
Crane County,450,10.1,55599,TX,2012,48,103,46555
Crockett County,529,14.3,46713,TX,2012,48,105,46556
Crosby County,1470,24.3,36492,TX,2012,48,107,46557
Culberson County,529,23.2,31430,TX,2012,48,109,46558
Dallam County,958,13.8,40312,TX,2012,48,111,46559
Dallas County,466855,19.3,47343,TX,2012,48,113,46560
Dawson County,2543,22.3,36312,TX,2012,48,115,46561
Deaf Smith County,3372,17.7,39481,TX,2012,48,117,46562
Delta County,995,19.0,37515,TX,2012,48,119,46563
Denton County,61520,8.8,71338,TX,2012,48,121,46564
DeWitt County,3613,19.4,40515,TX,2012,48,123,46565
Dickens County,483,24.2,32829,TX,2012,48,125,46566
Dimmit County,2659,25.7,33342,TX,2012,48,127,46567
Donley County,664,19.8,35081,TX,2012,48,129,46568
Duval County,2786,25.3,33223,TX,2012,48,131,46569
Eastland County,3755,21.4,37916,TX,2012,48,133,46570
Ector County,20576,14.5,49784,TX,2012,48,135,46571
Edwards County,436,22.2,34388,TX,2012,48,137,46572
Ellis County,16611,10.9,58016,TX,2012,48,139,46573
El Paso County,194470,24.0,40092,TX,2012,48,141,46574
Erath County,8142,22.2,38636,TX,2012,48,143,46575
Falls County,3873,24.9,34388,TX,2012,48,145,46576
Fannin County,5437,17.7,43183,TX,2012,48,147,46577
Fayette County,3071,12.7,46907,TX,2012,48,149,46578
Fisher County,601,15.7,38963,TX,2012,48,151,46579
Floyd County,1548,24.5,34503,TX,2012,48,153,46580
Foard County,235,18.4,32041,TX,2012,48,155,46581
Fort Bend County,55527,8.9,86037,TX,2012,48,157,46582
Franklin County,1790,17.0,40892,TX,2012,48,159,46583
Freestone County,2984,16.7,45402,TX,2012,48,161,46584
Frio County,4603,32.0,32276,TX,2012,48,163,46585
Gaines County,2901,15.9,46659,TX,2012,48,165,46586
Galveston County,36380,12.3,59588,TX,2012,48,167,46587
Garza County,1316,30.6,39988,TX,2012,48,169,46588
Gillespie County,3009,12.2,51132,TX,2012,48,171,46589
Glasscock County,119,9.5,55394,TX,2012,48,173,46590
Goliad County,1176,16.2,46400,TX,2012,48,175,46591
Gonzales County,4077,20.7,36006,TX,2012,48,177,46592
Gray County,3742,17.6,43131,TX,2012,48,179,46593
Grayson County,19622,16.4,46127,TX,2012,48,181,46594
Gregg County,22345,18.8,43321,TX,2012,48,183,46595
Grimes County,4731,19.9,42674,TX,2012,48,185,46596
Guadalupe County,13045,9.5,62141,TX,2012,48,187,46597
Hale County,7353,22.0,40118,TX,2012,48,189,46598
Hall County,788,24.3,28656,TX,2012,48,191,46599
Hamilton County,1407,17.4,37386,TX,2012,48,193,46600
Hansford County,721,13.2,51038,TX,2012,48,195,46601
Hardeman County,741,18.3,34601,TX,2012,48,197,46602
Hardin County,7069,12.9,52318,TX,2012,48,199,46603
Harris County,783419,18.6,51298,TX,2012,48,201,46604
Harrison County,11672,17.9,44958,TX,2012,48,203,46605
Hartley County,550,11.7,61498,TX,2012,48,205,46606
Haskell County,1320,24.7,31505,TX,2012,48,207,46607
Hays County,26361,16.3,55819,TX,2012,48,209,46608
Hemphill County,345,8.6,60499,TX,2012,48,211,46609
Henderson County,17913,23.1,38017,TX,2012,48,213,46610
Hidalgo County,272635,34.2,33393,TX,2012,48,215,46611
Hill County,6859,20.0,37610,TX,2012,48,217,46612
Hockley County,3745,16.8,46010,TX,2012,48,219,46613
Hood County,5937,11.6,56591,TX,2012,48,221,46614
Hopkins County,6088,17.4,40228,TX,2012,48,223,46615
Houston County,5180,25.5,33650,TX,2012,48,225,46616
Howard County,6121,20.9,42256,TX,2012,48,227,46617
Hudspeth County,966,29.7,30043,TX,2012,48,229,46618
Hunt County,16545,19.5,42821,TX,2012,48,231,46619
Hutchinson County,2870,13.2,50752,TX,2012,48,233,46620
Irion County,159,10.1,57551,TX,2012,48,235,46621
Jack County,1322,16.9,44064,TX,2012,48,237,46622
Jackson County,2177,15.6,45363,TX,2012,48,239,46623
Jasper County,7182,20.6,39219,TX,2012,48,241,46624
Jeff Davis County,292,13.2,43065,TX,2012,48,243,46625
Jefferson County,49556,21.1,41207,TX,2012,48,245,46626
Jim Hogg County,1290,24.7,34546,TX,2012,48,247,46627
Jim Wells County,8295,20.1,43696,TX,2012,48,249,46628
Johnson County,19423,12.9,56659,TX,2012,48,251,46629
Jones County,3932,26.6,38066,TX,2012,48,253,46630
Karnes County,3226,27.1,37292,TX,2012,48,255,46631
Kaufman County,14789,14.1,55044,TX,2012,48,257,46632
Kendall County,3171,8.9,68975,TX,2012,48,259,46633
Kenedy County,70,16.4,36236,TX,2012,48,261,46634
Kent County,101,12.9,38627,TX,2012,48,263,46635
Kerr County,8814,18.4,40919,TX,2012,48,265,46636
Kimble County,851,18.9,38378,TX,2012,48,267,46637
King County,27,9.8,53263,TX,2012,48,269,46638
Kinney County,748,22.9,38870,TX,2012,48,271,46639
Kleberg County,7305,24.3,39237,TX,2012,48,273,46640
Knox County,778,21.1,33182,TX,2012,48,275,46641
Lamar County,11253,23.0,37943,TX,2012,48,277,46642
Lamb County,2799,20.3,34505,TX,2012,48,279,46643
Lampasas County,3239,16.3,48442,TX,2012,48,281,46644
La Salle County,1897,34.4,32001,TX,2012,48,283,46645
Lavaca County,2311,12.2,41606,TX,2012,48,285,46646
Lee County,2262,14.1,49906,TX,2012,48,287,46647
Leon County,2791,16.7,42201,TX,2012,48,289,46648
Liberty County,13237,18.6,48441,TX,2012,48,291,46649
Limestone County,4825,21.9,36496,TX,2012,48,293,46650
Lipscomb County,388,11.3,51003,TX,2012,48,295,46651
Live Oak County,1882,17.9,44573,TX,2012,48,297,46652
Llano County,3017,16.0,44316,TX,2012,48,299,46653
Loving County,12,16.9,41252,TX,2012,48,301,46654
Lubbock County,60456,22.0,41555,TX,2012,48,303,46655
Lynn County,1158,20.2,34852,TX,2012,48,305,46656
McCulloch County,1740,21.3,36483,TX,2012,48,307,46657
McLennan County,45405,19.8,40855,TX,2012,48,309,46658
McMullen County,81,11.3,49866,TX,2012,48,311,46659
Madison County,2667,23.9,36579,TX,2012,48,313,46660
Marion County,2436,24.0,33330,TX,2012,48,315,46661
Martin County,719,14.5,47358,TX,2012,48,317,46662
Mason County,622,15.6,42128,TX,2012,48,319,46663
Matagorda County,7099,19.7,40860,TX,2012,48,321,46664
Maverick County,15437,28.4,31313,TX,2012,48,323,46665
Medina County,7685,17.3,51345,TX,2012,48,325,46666
Menard County,548,24.9,31608,TX,2012,48,327,46667
Midland County,14272,9.8,61268,TX,2012,48,329,46668
Milam County,5231,22.1,38715,TX,2012,48,331,46669
Mills County,935,20.1,39396,TX,2012,48,333,46670
Mitchell County,1656,24.0,37395,TX,2012,48,335,46671
Montague County,3332,17.3,45996,TX,2012,48,337,46672
Montgomery County,60202,12.5,65874,TX,2012,48,339,46673
Moore County,3070,13.9,47445,TX,2012,48,341,46674
Morris County,2868,22.7,35294,TX,2012,48,343,46675
Motley County,210,17.5,36772,TX,2012,48,345,46676
Nacogdoches County,14716,24.3,35183,TX,2012,48,347,46677
Navarro County,9558,20.3,40624,TX,2012,48,349,46678
Newton County,2820,21.0,35830,TX,2012,48,351,46679
Nolan County,3040,20.9,34941,TX,2012,48,353,46680
Nueces County,59796,17.5,48066,TX,2012,48,355,46681
Ochiltree County,1197,11.3,55700,TX,2012,48,357,46682
Oldham County,253,14.0,49048,TX,2012,48,359,46683
Orange County,13816,16.8,49238,TX,2012,48,361,46684
Palo Pinto County,5214,19.0,40817,TX,2012,48,363,46685
Panola County,3287,13.9,50916,TX,2012,48,365,46686
Parker County,12532,10.8,63720,TX,2012,48,367,46687
Parmer County,1453,14.4,44256,TX,2012,48,369,46688
Pecos County,2616,19.3,42378,TX,2012,48,371,46689
Polk County,7371,17.8,40254,TX,2012,48,373,46690
Potter County,26963,23.4,35754,TX,2012,48,375,46691
Presidio County,1634,21.7,32861,TX,2012,48,377,46692
Rains County,1850,17.1,41349,TX,2012,48,379,46693
Randall County,13859,11.3,56716,TX,2012,48,381,46694
Reagan County,323,9.4,56680,TX,2012,48,383,46695
Real County,708,21.5,33598,TX,2012,48,385,46696
Red River County,2600,20.8,33153,TX,2012,48,387,46697
Reeves County,3012,28.2,34431,TX,2012,48,389,46698
Refugio County,1133,15.9,40970,TX,2012,48,391,46699
Roberts County,69,8.1,60857,TX,2012,48,393,46700
Robertson County,2924,17.9,39771,TX,2012,48,395,46701
Rockwall County,5501,6.7,85164,TX,2012,48,397,46702
Runnels County,2046,20.0,35593,TX,2012,48,399,46703
Rusk County,8881,18.2,44478,TX,2012,48,401,46704
Sabine County,2142,20.7,35805,TX,2012,48,403,46705
San Augustine County,2045,23.9,31714,TX,2012,48,405,46706
San Jacinto County,5272,19.6,42160,TX,2012,48,407,46707
San Patricio County,10696,16.5,48287,TX,2012,48,409,46708
San Saba County,1121,21.1,37107,TX,2012,48,411,46709
Schleicher County,510,15.7,47322,TX,2012,48,413,46710
Scurry County,2416,15.6,49340,TX,2012,48,415,46711
Shackelford County,448,13.5,48779,TX,2012,48,417,46712
Shelby County,4956,19.2,37122,TX,2012,48,419,46713
Sherman County,393,13.0,46196,TX,2012,48,421,46714
Smith County,36260,17.2,46305,TX,2012,48,423,46715
Somervell County,961,11.4,52988,TX,2012,48,425,46716
Starr County,26465,43.6,23358,TX,2012,48,427,46717
Stephens County,1792,20.2,40805,TX,2012,48,429,46718
Sterling County,139,12.0,51059,TX,2012,48,431,46719
Stonewall County,241,16.7,39054,TX,2012,48,433,46720
Sutton County,514,13.1,60695,TX,2012,48,435,46721
Swisher County,1523,21.1,37076,TX,2012,48,437,46722
Tarrant County,287871,15.5,56030,TX,2012,48,439,46723
Taylor County,24358,18.9,43181,TX,2012,48,441,46724
Terrell County,157,17.1,37395,TX,2012,48,443,46725
Terry County,2674,23.3,34928,TX,2012,48,445,46726
Throckmorton County,207,12.9,41149,TX,2012,48,447,46727
Titus County,6254,19.5,39312,TX,2012,48,449,46728
Tom Green County,18002,16.6,43393,TX,2012,48,451,46729
Travis County,192685,18.0,57293,TX,2012,48,453,46730
Trinity County,2805,19.7,33771,TX,2012,48,455,46731
Tyler County,4094,21.1,39255,TX,2012,48,457,46732
Upshur County,6590,16.7,43356,TX,2012,48,459,46733
Upton County,514,16.0,49846,TX,2012,48,461,46734
Uvalde County,6859,26.2,32920,TX,2012,48,463,46735
Val Verde County,9972,21.3,39864,TX,2012,48,465,46736
Van Zandt County,9787,19.0,42563,TX,2012,48,467,46737
Victoria County,14632,16.7,49012,TX,2012,48,469,46738
Walker County,12301,23.9,38024,TX,2012,48,471,46739
Waller County,7999,19.7,47015,TX,2012,48,473,46740
Ward County,1899,17.7,46047,TX,2012,48,475,46741
Washington County,4849,15.1,45657,TX,2012,48,477,46742
Webb County,80082,31.3,35974,TX,2012,48,479,46743
Wharton County,7278,17.8,40716,TX,2012,48,481,46744
Wheeler County,690,12.4,47012,TX,2012,48,483,46745
Wichita County,19583,16.4,43791,TX,2012,48,485,46746
Wilbarger County,2212,17.1,37304,TX,2012,48,487,46747
Willacy County,7241,38.6,29225,TX,2012,48,489,46748
Williamson County,34861,7.7,71272,TX,2012,48,491,46749
Wilson County,4850,11.1,61103,TX,2012,48,493,46750
Winkler County,1027,14.2,48727,TX,2012,48,495,46751
Wise County,7038,11.9,53927,TX,2012,48,497,46752
Wood County,6460,15.8,45466,TX,2012,48,499,46753
Yoakum County,885,11.1,55063,TX,2012,48,501,46754
Young County,2740,15.2,43248,TX,2012,48,503,46755
Zapata County,4124,29.0,33462,TX,2012,48,505,46756
Zavala County,3919,34.0,25157,TX,2012,48,507,46757
Beaver County,701,10.9,46309,UT,2012,49,001,46758
Box Elder County,4629,9.3,53830,UT,2012,49,003,46759
Cache County,17518,15.7,47609,UT,2012,49,005,46760
Carbon County,3035,14.7,47214,UT,2012,49,007,46761
Daggett County,89,8.6,50911,UT,2012,49,009,46762
Davis County,26231,8.4,69019,UT,2012,49,011,46763
Duchesne County,2154,11.4,57945,UT,2012,49,013,46764
Emery County,1354,12.5,51819,UT,2012,49,015,46765
Garfield County,631,12.9,41786,UT,2012,49,017,46766
Grand County,1375,14.9,42702,UT,2012,49,019,46767
Iron County,8450,18.4,41804,UT,2012,49,021,46768
Juab County,1298,12.7,51823,UT,2012,49,023,46769
Kane County,878,12.5,43128,UT,2012,49,025,46770
Millard County,1636,13.2,48472,UT,2012,49,027,46771
Morgan County,599,6.1,75348,UT,2012,49,029,46772
Piute County,327,22.0,36403,UT,2012,49,031,46773
Rich County,243,10.7,53643,UT,2012,49,033,46774
Salt Lake County,139534,13.3,58743,UT,2012,49,035,46775
San Juan County,4008,27.3,38329,UT,2012,49,037,46776
Sanpete County,4273,16.6,43921,UT,2012,49,039,46777
Sevier County,3315,16.2,45243,UT,2012,49,041,46778
Summit County,2888,7.6,84672,UT,2012,49,043,46779
Tooele County,5192,8.8,61927,UT,2012,49,045,46780
Uintah County,3453,10.1,60419,UT,2012,49,047,46781
Utah County,75077,14.2,58167,UT,2012,49,049,46782
Wasatch County,2124,8.5,62014,UT,2012,49,051,46783
Washington County,22777,16.0,45305,UT,2012,49,053,46784
Wayne County,473,17.3,40185,UT,2012,49,055,46785
Weber County,29861,12.8,54169,UT,2012,49,057,46786
Addison County,3868,11.3,55120,VT,2012,50,001,46787
Bennington County,4898,13.9,48306,VT,2012,50,003,46788
Caledonia County,4318,14.4,42558,VT,2012,50,005,46789
Chittenden County,16148,10.8,62374,VT,2012,50,007,46790
Essex County,1018,16.4,35207,VT,2012,50,009,46791
Franklin County,5046,10.6,53436,VT,2012,50,011,46792
Grand Isle County,619,8.9,54915,VT,2012,50,013,46793
Lamoille County,2772,11.4,49256,VT,2012,50,015,46794
Orange County,3693,13.1,49747,VT,2012,50,017,46795
Orleans County,4140,15.8,40764,VT,2012,50,019,46796
Rutland County,8024,13.7,45168,VT,2012,50,021,46797
Washington County,5418,9.5,56710,VT,2012,50,023,46798
Windham County,5549,13.0,49098,VT,2012,50,025,46799
Windsor County,6114,11.1,50094,VT,2012,50,027,46800
Accomack County,6541,19.9,36957,VA,2012,51,001,46801
Albemarle County,9026,9.4,70813,VA,2012,51,003,46802
Alleghany County,2129,13.3,44530,VA,2012,51,005,46803
Amelia County,1578,12.5,49714,VA,2012,51,007,46804
Amherst County,4449,14.5,43791,VA,2012,51,009,46805
Appomattox County,2483,16.5,43814,VA,2012,51,011,46806
Arlington County,17555,8.0,99255,VA,2012,51,013,46807
Augusta County,7039,9.9,49773,VA,2012,51,015,46808
Bath County,526,11.5,44524,VA,2012,51,017,46809
Bedford County,6824,9.9,56910,VA,2012,51,019,46810
Bland County,928,15.4,42843,VA,2012,51,021,46811
Botetourt County,2503,7.6,60943,VA,2012,51,023,46812
Brunswick County,3688,24.8,34621,VA,2012,51,025,46813
Buchanan County,5223,23.0,32848,VA,2012,51,027,46814
Buckingham County,3414,23.0,34415,VA,2012,51,029,46815
Campbell County,7899,14.4,41193,VA,2012,51,031,46816
Caroline County,3433,12.1,54336,VA,2012,51,033,46817
Carroll County,5794,19.6,32777,VA,2012,51,035,46818
Charles City County,946,13.3,47828,VA,2012,51,036,46819
Charlotte County,2262,18.5,32873,VA,2012,51,037,46820
Chesterfield County,23320,7.3,70371,VA,2012,51,041,46821
Clarke County,1207,8.6,67922,VA,2012,51,043,46822
Craig County,699,13.5,38268,VA,2012,51,045,46823
Culpeper County,5034,10.9,59609,VA,2012,51,047,46824
Cumberland County,1695,17.3,36988,VA,2012,51,049,46825
Dickenson County,3243,21.3,35147,VA,2012,51,051,46826
Dinwiddie County,3596,13.1,51131,VA,2012,51,053,46827
Essex County,1741,15.7,42012,VA,2012,51,057,46828
Fairfax County,66941,6.0,106690,VA,2012,51,059,46829
Fauquier County,4523,6.9,82957,VA,2012,51,061,46830
Floyd County,2156,14.1,42211,VA,2012,51,063,46831
Fluvanna County,2155,8.8,63307,VA,2012,51,065,46832
Franklin County,7751,14.1,43427,VA,2012,51,067,46833
Frederick County,6968,8.8,64027,VA,2012,51,069,46834
Giles County,2126,12.7,44365,VA,2012,51,071,46835
Gloucester County,3540,9.7,57173,VA,2012,51,073,46836
Goochland County,1515,7.4,81707,VA,2012,51,075,46837
Grayson County,2916,19.4,32611,VA,2012,51,077,46838
Greene County,1773,9.5,59718,VA,2012,51,079,46839
Greensville County,2202,25.5,36996,VA,2012,51,081,46840
Halifax County,7054,20.1,36203,VA,2012,51,083,46841
Hanover County,6372,6.5,74660,VA,2012,51,085,46842
Henrico County,31395,10.1,58723,VA,2012,51,087,46843
Henry County,9210,17.6,34232,VA,2012,51,089,46844
Highland County,336,15.0,37501,VA,2012,51,091,46845
Isle of Wight County,3278,9.3,64606,VA,2012,51,093,46846
James City County,5730,8.4,78396,VA,2012,51,095,46847
King and Queen County,973,13.8,45090,VA,2012,51,097,46848
King George County,1783,7.4,75861,VA,2012,51,099,46849
King William County,1333,8.4,62005,VA,2012,51,101,46850
Lancaster County,1504,13.6,47769,VA,2012,51,103,46851
Lee County,6734,28.4,30606,VA,2012,51,105,46852
Loudoun County,13489,4.0,118934,VA,2012,51,107,46853
Louisa County,3891,11.7,54836,VA,2012,51,109,46854
Lunenburg County,3131,27.3,33618,VA,2012,51,111,46855
Madison County,1693,13.0,51094,VA,2012,51,113,46856
Mathews County,917,10.4,57051,VA,2012,51,115,46857
Mecklenburg County,6119,19.9,37435,VA,2012,51,117,46858
Middlesex County,1544,14.8,48066,VA,2012,51,119,46859
Montgomery County,20087,23.3,42307,VA,2012,51,121,46860
Nelson County,2075,14.1,47234,VA,2012,51,125,46861
New Kent County,1238,6.7,68862,VA,2012,51,127,46862
Northampton County,2705,22.5,32138,VA,2012,51,131,46863
Northumberland County,1816,14.7,47143,VA,2012,51,133,46864
Nottoway County,3226,23.3,36818,VA,2012,51,135,46865
Orange County,3364,10.0,58673,VA,2012,51,137,46866
Page County,3683,15.6,41300,VA,2012,51,139,46867
Patrick County,3280,18.1,33818,VA,2012,51,141,46868
Pittsylvania County,8965,14.5,42236,VA,2012,51,143,46869
Powhatan County,1821,7.1,73639,VA,2012,51,145,46870
Prince Edward County,4460,23.7,37636,VA,2012,51,147,46871
Prince George County,2781,8.7,62475,VA,2012,51,149,46872
Prince William County,28559,6.7,93011,VA,2012,51,153,46873
Pulaski County,5563,16.6,42502,VA,2012,51,155,46874
Rappahannock County,783,10.6,58276,VA,2012,51,157,46875
Richmond County,1484,20.3,41190,VA,2012,51,159,46876
Roanoke County,6740,7.4,58550,VA,2012,51,161,46877
Rockbridge County,2781,12.5,46909,VA,2012,51,163,46878
Rockingham County,8140,10.8,51137,VA,2012,51,165,46879
Russell County,5145,18.3,35912,VA,2012,51,167,46880
Scott County,4699,21.3,36566,VA,2012,51,169,46881
Shenandoah County,4797,11.4,48677,VA,2012,51,171,46882
Smyth County,5898,19.0,36235,VA,2012,51,173,46883
Southampton County,2799,16.7,43846,VA,2012,51,175,46884
Spotsylvania County,10558,8.5,77298,VA,2012,51,177,46885
Stafford County,7231,5.5,95927,VA,2012,51,179,46886
Surry County,881,12.9,50425,VA,2012,51,181,46887
Sussex County,2156,23.0,36901,VA,2012,51,183,46888
Tazewell County,9089,21.4,34760,VA,2012,51,185,46889
Warren County,4085,11.0,58632,VA,2012,51,187,46890
Washington County,7405,13.9,43155,VA,2012,51,191,46891
Westmoreland County,3073,17.6,45051,VA,2012,51,193,46892
Wise County,9750,25.6,35800,VA,2012,51,195,46893
Wythe County,4889,16.9,38533,VA,2012,51,197,46894
York County,4494,6.9,75316,VA,2012,51,199,46895
Alexandria city,12412,8.6,80942,VA,2012,51,510,46896
Bedford city,1114,19.1,36579,VA,2012,51,515,46897
Bristol city,3624,21.1,31973,VA,2012,51,520,46898
Buena Vista city,1165,19.0,36289,VA,2012,51,530,46899
Charlottesville city,10138,24.2,41031,VA,2012,51,540,46900
Chesapeake city,23308,10.4,64950,VA,2012,51,550,46901
Colonial Heights city,1809,10.5,51664,VA,2012,51,570,46902
Covington city,903,15.9,36566,VA,2012,51,580,46903
Danville city,10719,25.9,30588,VA,2012,51,590,46904
Emporia city,1406,25.6,32225,VA,2012,51,595,46905
Fairfax city,1555,6.8,86963,VA,2012,51,600,46906
Falls Church city,410,3.1,121250,VA,2012,51,610,46907
Franklin city,1750,20.8,36078,VA,2012,51,620,46908
Fredericksburg city,3860,15.7,47297,VA,2012,51,630,46909
Galax city,1506,22.8,33191,VA,2012,51,640,46910
Hampton city,21855,16.5,47206,VA,2012,51,650,46911
Harrisonburg city,16262,37.5,35489,VA,2012,51,660,46912
Hopewell city,4153,18.9,39315,VA,2012,51,670,46913
Lexington city,1042,24.0,40250,VA,2012,51,678,46914
Lynchburg city,15896,23.8,37402,VA,2012,51,680,46915
Manassas city,4331,10.7,65307,VA,2012,51,683,46916
Manassas Park city,1356,8.6,68970,VA,2012,51,685,46917
Martinsville city,3645,27.2,29550,VA,2012,51,690,46918
Newport News city,28299,16.4,46794,VA,2012,51,700,46919
Norfolk city,47978,22.6,41880,VA,2012,51,710,46920
Norton city,727,18.1,33234,VA,2012,51,720,46921
Petersburg city,8084,25.8,33280,VA,2012,51,730,46922
Poquoson city,640,5.3,84177,VA,2012,51,735,46923
Portsmouth city,18123,19.5,41699,VA,2012,51,740,46924
Radford city,4643,34.2,37440,VA,2012,51,750,46925
Richmond city,52017,26.2,37933,VA,2012,51,760,46926
Roanoke city,19291,20.1,37800,VA,2012,51,770,46927
Salem city,2764,11.9,47760,VA,2012,51,775,46928
Staunton city,3795,16.7,40379,VA,2012,51,790,46929
Suffolk city,9986,11.9,61778,VA,2012,51,800,46930
Virginia Beach city,39564,9.1,61523,VA,2012,51,810,46931
Waynesboro city,3170,15.2,43883,VA,2012,51,820,46932
Williamsburg city,2500,23.0,44256,VA,2012,51,830,46933
Winchester city,4257,16.4,42305,VA,2012,51,840,46934
Adams County,3359,17.9,43939,WA,2012,53,001,46935
Asotin County,3159,14.6,42364,WA,2012,53,003,46936
Benton County,23478,13.0,58361,WA,2012,53,005,46937
Chelan County,10810,14.9,45730,WA,2012,53,007,46938
Clallam County,9906,14.1,43482,WA,2012,53,009,46939
Clark County,51981,12.0,56087,WA,2012,53,011,46940
Columbia County,579,14.7,41834,WA,2012,53,013,46941
Cowlitz County,16955,16.9,47714,WA,2012,53,015,46942
Douglas County,5751,14.7,48308,WA,2012,53,017,46943
Ferry County,1601,21.0,36321,WA,2012,53,019,46944
Franklin County,14095,17.1,52829,WA,2012,53,021,46945
Garfield County,288,13.1,46927,WA,2012,53,023,46946
Grant County,17003,18.8,45050,WA,2012,53,025,46947
Grays Harbor County,14071,20.4,41823,WA,2012,53,027,46948
Island County,7421,9.6,56459,WA,2012,53,029,46949
Jefferson County,3871,13.2,47398,WA,2012,53,031,46950
King County,234813,11.9,68944,WA,2012,53,033,46951
Kitsap County,27401,11.2,59354,WA,2012,53,035,46952
Kittitas County,7546,19.2,43649,WA,2012,53,037,46953
Klickitat County,3542,17.2,46001,WA,2012,53,039,46954
Lewis County,12416,16.7,42993,WA,2012,53,041,46955
Lincoln County,1478,14.3,46603,WA,2012,53,043,46956
Mason County,9525,16.4,48539,WA,2012,53,045,46957
Okanogan County,8931,22.0,38537,WA,2012,53,047,46958
Pacific County,3561,17.5,37774,WA,2012,53,049,46959
Pend Oreille County,2572,20.0,40304,WA,2012,53,051,46960
Pierce County,101706,12.8,57542,WA,2012,53,053,46961
San Juan County,1900,12.1,51224,WA,2012,53,055,46962
Skagit County,17004,14.6,52886,WA,2012,53,057,46963
Skamania County,1624,14.6,53669,WA,2012,53,059,46964
Snohomish County,74394,10.3,67068,WA,2012,53,061,46965
Spokane County,73788,16.0,47531,WA,2012,53,063,46966
Stevens County,7965,18.5,39948,WA,2012,53,065,46967
Thurston County,31087,12.2,58556,WA,2012,53,067,46968
Wahkiakum County,539,13.7,49346,WA,2012,53,069,46969
Walla Walla County,10306,18.7,45225,WA,2012,53,071,46970
Whatcom County,32202,16.1,51509,WA,2012,53,073,46971
Whitman County,12848,32.3,32276,WA,2012,53,075,46972
Yakima County,55498,22.8,43428,WA,2012,53,077,46973
Barbour County,3293,20.7,32940,WV,2012,54,001,46974
Berkeley County,13952,13.2,52672,WV,2012,54,003,46975
Boone County,4947,20.4,39194,WV,2012,54,005,46976
Braxton County,2916,20.7,33280,WV,2012,54,007,46977
Brooke County,3343,14.6,40044,WV,2012,54,009,46978
Cabell County,18833,20.2,36048,WV,2012,54,011,46979
Calhoun County,1655,21.9,32922,WV,2012,54,013,46980
Clay County,2132,23.2,32885,WV,2012,54,015,46981
Doddridge County,1525,20.6,34753,WV,2012,54,017,46982
Fayette County,9382,21.4,33445,WV,2012,54,019,46983
Gilmer County,2037,31.5,32912,WV,2012,54,021,46984
Grant County,1760,15.1,38029,WV,2012,54,023,46985
Greenbrier County,6537,18.6,36248,WV,2012,54,025,46986
Hampshire County,4034,17.4,34896,WV,2012,54,027,46987
Hancock County,4597,15.4,37025,WV,2012,54,029,46988
Hardy County,2095,15.3,38171,WV,2012,54,031,46989
Harrison County,13786,20.2,41221,WV,2012,54,033,46990
Jackson County,5043,17.4,39352,WV,2012,54,035,46991
Jefferson County,6435,12.2,62924,WV,2012,54,037,46992
Kanawha County,27244,14.4,45813,WV,2012,54,039,46993
Lewis County,3028,18.9,37345,WV,2012,54,041,46994
Lincoln County,5161,24.1,34023,WV,2012,54,043,46995
Logan County,7426,20.9,33542,WV,2012,54,045,46996
McDowell County,7489,36.0,25246,WV,2012,54,047,46997
Marion County,9494,17.2,40638,WV,2012,54,049,46998
